target,target_curated,curation,curation_basic,note,count,ra,dec,e_ra,e_dec
HD-51797,HD51797,22,-100,,8,104.10162784125,-46.782455,0.0012377937611675,0.0009275312855731
HD51844,HD51844,22,0,,4,104.7018459675,-4.559225,0.00065763840031,0.0013046199957587
HD-52089,HD52089,22,-100,,70,104.65650981728572,-28.97152642857143,0.0007404765298561,0.0022383838862797
HD52265,HD52265,22,0,,109,105.07429530238532,-5.366335963302752,0.0017491171497052,0.0014563590568072
HD52298,HD52298,22,0,,3,104.43776537,-52.65042,0.0004772382117023,0.0001389244398946
HD52449,HD52449,22,0,,46,103.31481121565218,-74.72338673913043,0.0117426906730596,0.0017615385375637
HD52456,HD52456,22,0,,3,105.39751731,6.924923333333333,0.0006231391264375,0.0002715388247253
HD5248,HD5248,22,0,,9,13.539943205555556,-18.03294222222222,0.0018142070923962,0.0015820933741227
HD_52483,HD52483,22,-100,,1,105.17853694,-18.30142,0.0042,0.0042
HD52603,HD52603,22,0,,1,104.663795,-55.73074,0.0042,0.0042
HD52919,HD52919,22,0,,7,105.67878801428571,-6.799967142857143,0.0005323170885802,0.0004988892424081
HD52947,HD52947,22,0,,3,105.37106795666666,-37.15977333333333,0.0005010462527857,0.0002500666577812
HD-53116,HD53116,22,-100,,23,105.94960624130437,-1.09977,0.0040805503975271,0.0013381534087893
HD53138,HD53138,22,0,,4,105.7557272175,-23.8342625,0.0001967902813281,0.0002780137886252
HD53143,HD53143,22,0,,68,104.9945873939706,-61.33531367647059,0.0023129457230039,0.0009231660389984
HD53157,HD53157,22,0,,2,106.04031958,5.21217,0.0015464001040491,8.485281374199953e-05
HD5319,HD5319,22,0,,5,13.756271442,0.7902480000000001,0.000841934770852,0.0005038055180324
HD-53244,HD53244,22,-100,,4,105.9447943025,-15.634305,5.005094429532846e-05,0.0001482115605025
HD5349,HD5349,22,0,,8,13.79996826125,-16.9715,0.0024271623754697,0.0012541246235638
HD53705,HD53705,22,0,,7,105.98409801142856,-43.60695571428572,0.0023788959550705,0.0009806776083048
HD5388,HD5388,22,0,,89,13.800889381348313,-47.40589595505618,0.0021185775103612,0.0010632879101032
HD_53921_5.64,HD53921,10,-100,,5,105.815543998,-59.186204,0.001388242221883,0.0024047931303973
HD53921,HD53921,22,0,,8,105.81743787875,-59.17914625,0.0015907448775176,0.000338903167798
HD-53929,HD53929,22,-100,,4,106.7818959675,4.909865,0.0001895072528777,4.6547466812507655e-05
HD_53936,HD53936,22,-100,,1,106.39203888,-33.36599,0.0042,0.0042
HD53952A,HD53952 A,22,0,,2,106.38488444,-34.777829999999994,0.0003826296214364,0.0005515432893222
HD-54038,HD54038,22,-100,,8,106.38990978875,-40.64108,0.0018269264615587,0.0011774912799208
HD54100,HD54100,22,0,,2,107.04528444,15.51621,0.0006214620078556,0.0004242640687115
HD54131,HD54131,22,0,,1,107.08945611,15.92922,0.0042,0.0042
HD54341,HD54341,22,0,,4,106.586777495,-43.6110875,0.0003580625422544,0.0002720753572066
HD54351,HD54351,22,0,,3,107.26624296,15.416989999999998,0.0009446291977271,0.0003968626966596
HD54359,HD54359,22,0,,2,107.035847495,-9.96857,0.0002042760780221,2.828427124701916e-05
HD54521,HD54521,22,0,,9,107.00788021111111,-27.75714111111111,0.0032099687118279,0.0016025561179291
HD54662,HD54662,22,0,,2,107.332276525,-10.34687,0.0001180514771144,0.0001697056274852
HD5470,HD5470,22,0,,11,14.16652481909091,17.957105454545456,0.0014623433211283,0.0009248714898452
HD-54732,HD54732,22,-100,,8,106.80906461375,-51.96870875,0.0022604687479381,0.0004100675031532
HD54810,HD54810,22,0,,4,107.56000104,-4.235495,0.0022101829563361,0.0011454984359069
B_HD54834,HD54834,22,-1,,5,107.472116606,-16.23256,0.0001651336320396,0.0005163332257384
A_HD54834,HD54834,22,-1,,6,107.46927814333333,-16.231223333333332,0.0006829140537056,0.0017564813311451
HD54834,HD54834,22,0,,13,107.467076,-16.23568076923077,0.0017252962811816,0.0013197251073516
HD54879,HD54879,22,0,,12,107.53412374666668,-11.8022,0.0010718235854702,0.0022368321756038
HD55,HD55,22,0,,94,1.3204752113829787,-67.83600510638297,0.0048890495366758,0.0022134538498746
HD55279,HD55279,22,0,,16,105.133723849375,-79.693110625,0.0095115030944855,0.0014908363145061
HD55524,HD55524,22,0,,8,107.91000288,-35.63665375,0.0033676791796552,0.0015248225892124
HD55693,HD55693,22,0,,49,108.26206759755102,-24.22579612244898,0.002262368404757,0.0015927620353845
HD-55857,HD55857,22,-100,,14,108.4035606507143,-27.35648642857143,0.0025047422864172,0.0007313907420663
HD560,HD560,22,0,,2,2.5083169400000003,11.145115,7.503817161958597e-05,0.0001626345596724
HD56160,HD56160,22,0,,4,108.7122527025,-27.0374275,0.0010003404238002,0.0006261189982743
HD56259,HD56259,22,0,,14,108.75023678285712,-32.802665,0.0034633782830063,0.0023336130784696
HD56274,HD56274,22,0,,239,108.96086401535564,-13.048728870292887,0.0025709937846328,0.0014959345396676
HD5633,HD5633,22,0,,8,14.33754451125,-62.2461125,0.0046290111358954,0.00076505368626
HD56351,HD56351,22,0,,5,108.42675093799998,-54.900998,0.0019756041505835,0.0008626528850012
HD56380,HD56380,22,0,,104,108.50455179086538,-51.46874971153846,0.0027540426887732,0.0012826674698867
HD564,HD564,22,0,,111,2.4708743827027027,-50.26812486486486,0.002173139827081,0.0010577255743661
HD56413,HD56413,22,0,,16,108.239174249375,-61.61288375,0.0095157576958947,0.0018289081442239
HD-565,HD565,22,-100,,15,2.4661872546666666,-62.29705333333333,0.002908181606215,0.0002059357273775
HD56533,HD56533,22,0,,32,108.27673425875,-63.34417125,0.0051790893688269,0.0014820751580777
HD56537,HD56537,22,0,,20,109.521769412,16.538028,0.0015540930915263,0.0010800955123464
HD5659A,HD5659 A,22,0,,1,14.54240805,-15.68164,0.0042,0.0042
HD56779,HD56779,22,0,,4,109.2071227725,-36.590325,0.0001039694251188,0.0001239623598778
HD56957,HD56957,22,0,,12,109.32658527333332,-40.656870833333336,0.0031520314137239,0.0019432187839826
HD57061,HD57061,22,0,,4,109.6768009675,-24.9555325,9.89039538761338e-05,0.0004380544106242
HD5722,HD5722,22,0,,1,14.68252194,-11.38114,0.0042,0.0042
HD-5722,HD5722,22,-100,,10,14.684082303,-11.379573,0.0034154384819686,0.0015665038922531
HD57334,HD57334,22,0,,2,109.549905965,-51.05174,0.0010152851296299,0.0002545584412275
HD5737,HD5737,22,0,,22,14.65008707909091,-29.35649681818182,0.0006330095560095,0.0005507171632877
HD57375,HD57375,22,0,,3,109.15702601666668,-64.12653666666667,0.0049980047869922,0.0004331666346022
HD57386,HD57386,22,0,,3,110.18085166333331,-8.419316666666667,0.0002966474895091,0.0002281081614795
HD57568,HD57568,22,0,,6,110.34487518333331,-12.637188333333333,0.001615084381059,0.0015187944780866
HD58260,HD58260,22,0,,4,110.83250326,-36.33946,0.000327871549139,0.0013826303434676
HD58350,HD58350,22,0,,4,111.0252874975,-29.3004775,7.25789438631599e-05,5.5000000001309054e-05
HD58461,HD58461,22,0,,1,111.28172305,-13.7518,0.0042,0.0042
HD58489,HD58489,22,0,,34,111.01908138470588,-40.04609382352941,0.0025328370014973,0.0016371187082439
HD58647_6_9_B0,HD58647,10,0,,6,111.480512635,-14.182115,0.0003278477465979,0.0009304783715918
HD-58647,HD58647,22,-100,,4,111.485529995,-14.17926,0.000292009687559,0.000108627804911
HD58676,HD58676,22,0,,18,111.23805366944444,-38.35381833333334,0.0017808682059194,0.0019530376039263
HD58760,HD58760,22,0,,3,111.61220295666664,-15.771823333333332,0.0003617068528942,0.0011507533764158
HD5891,HD5891,22,0,,21,15.13573700761905,20.289685714285717,0.0010688715348525,0.0015948528817057
HD-59219,HD59219,22,-100,,10,111.594372885,-51.019103,0.0013175561861944,0.0005585308108485
HD5938,HD5938,22,0,,2,14.98957597,-57.701215000000005,0.0009206106026982,0.0004171930008943
HD-59411,HD59411,22,-100,,8,112.17379100375,-29.11966125,0.0023549714341093,0.0010692646004211
HD-59435,HD59435,22,-100,,5,112.39675116,-9.259698,0.0018118569045185,0.0018820919212412
HD59468,HD59468,22,0,,559,111.85647868617174,-51.403626618962434,0.0025051247788424,0.0010677814317932
HD59711A,HD59711 A,22,0,,28,112.66905582892856,-15.995444285714283,0.00238837187299,0.0012012105886586
HD-59894,HD59894,22,-100,,8,112.5798159675,-40.98982375,0.0020362996981639,0.0008670629817306
HD59967,HD59967,22,0,,73,112.6761262639726,-37.33940054794521,0.0009660387956245,0.0013182605230763
HD59984,HD59984,22,0,,45,113.02465389777778,-8.881209777777778,0.001993175402135,0.0010785079948485
HD60060,HD60060,22,0,,4,112.4967695125,-52.6532775,0.0012847379557834,0.0003374783943712
HD60162,HD60162,22,0,,2,113.15780597,-16.823880000000003,0.0013633443005276,8.485281374042944e-05
HD60341,HD60341,22,0,,3,113.33136027333336,-19.41182333333333,0.001099569823582,0.0011515352071607
HD60344,HD60344,22,0,,4,113.2578384675,-23.934155,0.0005532478707491,0.0017241132986749
HD6037,HD6037,22,0,,2,15.411384025,-16.266115,0.0004767101786724,0.0014919953083049
HD-60435,HD60435,22,-100,,60,112.74056339333332,-57.991246833333335,0.0035668057169845,0.0015306866650884
HD60532,HD60532,22,0,,100,113.5150164962,-22.2956786,0.0024183817204407,0.0012519907541533
HD-60574,HD60574,22,-100,,8,113.3082748925,-43.086955,0.0020921310348037,0.0006799159611925
HD60584,HD60584,22,0,,30,113.58017240266666,-23.475255,0.0017161675950198,0.0011668429259306
HD60700A,HD60700 A,22,0,,6,113.80149171166666,-17.54974,0.0013078833190344,0.0012265235423752
HD60753,HD60753,22,0,,25,113.365675896,-50.5849692,0.0028401348225654,0.002136160730534
HD61005,HD61005,22,0,,13,113.94730894923076,-32.203094615384614,0.001954597674654,0.0011340606640504
HD6101,HD6101,22,0,,4,15.5998734675,5.0611375,0.0014507545193531,0.0004099085263809
HD61051,HD61051,22,0,,68,113.98557836176472,-32.84187926470588,0.0023150612067023,0.0016587509382551
HD6107,HD6107,22,0,,31,15.32723522032258,-60.86059419354839,0.0041230331900512,0.0018565968404481
HD61261,HD61261,22,0,,2,114.380936525,-24.59714,0.0001082226928717,0.0002404163056043
HD-61273,HD61273,22,-100,,12,114.71252245083332,7.9647625,0.0036466928410628,0.0012281702946772
HD61383,HD61383,22,0,,71,114.71547289507043,-5.465715492957747,0.002543621189843,0.0016214911908772
HD61447,HD61447,22,0,,6,114.571862125,-27.146071666666668,0.0016670384443247,0.0015053161351248
HD61475,HD61475,22,0,,7,113.68760114714284,-66.64427857142857,0.0048421372625508,0.0027218157454838
HD61902,HD61902,22,0,,50,114.7237441458,-51.0852414,0.0014023006300399,0.0009143951050629
HD-6192,HD6192,22,-100,,8,15.508531245,-57.0024875,0.0009813476951468,0.0009024530062943
HD-61935,HD61935,22,-100,,9,115.31319845333334,-9.551781111111111,0.0039010823951167,0.0007807759672989
HD61986,HD61986,22,0,,161,115.2281689126708,-26.36441204968944,0.0021335313328564,0.0014094201458447
HD6204,HD6204,22,0,,7,15.737769837142858,-9.863202857142856,0.0013275787242528,0.0013286423432179
HD62128,HD62128,22,0,,43,115.50851000953487,-11.852082790697676,0.0023498349107649,0.0014580553349966
HD6234,HD6234,22,0,,2,15.704710965,-37.31585,0.0003847862971185,0.0008202438661754
HD62364,HD62364,22,0,,94,113.90325128712767,-75.54246148936171,0.0111572932128443,0.0020711141655959
HD-62412,HD62412,22,-100,,8,115.70336898875,-26.35217,0.0026242679367922,0.0011081000470558
HD62412,HD62412,22,0,,1,115.701195,-26.35297,0.0042,0.0042
HD-6245,HD6245,22,-100,,8,15.70617649,-46.3972075,0.001054918328281,0.0010756094617856
HD_62571,HD62571,22,-100,,1,116.09398388,-6.69593,0.0042,0.0042
HD62644,HD62644,22,0,,1,115.73773694,-45.1765,0.0042,0.0042
HD-62644,HD62644,22,-100,,8,115.74011676875,-45.1749475,0.0015914532558676,0.0009092029476399
HD62713,HD62713,22,0,,1,115.92495611,-40.9354,0.0042,0.0042
HD-62713,HD62713,22,-100,,9,115.92775366888888,-40.93472111111111,0.001733833750255,0.0008847237484712
HD62816,HD62816,22,0,,14,116.3723671,-10.161582857142855,0.0016707499393987,0.0022941377752582
HD62847,HD62847,22,0,,15,115.96952931,-46.852736,0.0021530995212025,0.000943177002022
HD62849,HD62849,22,0,,17,115.71423551941176,-50.73153352941176,0.5667827387732262,7.327775051783232
HD-62897,HD62897,22,-100,,8,115.72552221625,-58.2302625,0.0033706074745693,0.0004523825814505
HD-62902,HD62902,22,-100,,9,116.51121342222224,-6.773162222222222,0.0039160393286205,0.001005830226452
HD-62943,HD62943,22,-100,,9,115.87690533555556,-54.241947777777774,0.0022960255884201,0.0004113325229606
HD63077,HD63077,22,0,,1693,116.39587587038984,-34.1710639220319,0.0015899332100228,0.0022460978715949
HD631,HD631,22,0,,2,2.6619395800000003,12.818715,0.000242580052354,0.0003040559159093
HD-63295,HD63295,22,-100,,9,115.46187015111111,-72.60486555555556,0.0082867353377219,0.0009541109881916
HD63435,HD63435,22,0,,2,117.245284995,4.333864999999999,0.000810422152986,0.0003040559159103
HD-63454,HD63454,22,-100,,6,114.841468145,-78.27328166666666,0.004187669845986,0.0017174797427231
HD63454,HD63454,22,0,,45,114.84051127333332,-78.27777511111111,0.0081518267744273,0.002801023045428
HD6348,HD6348,22,0,,21,16.111006266666667,-2.3666,0.0029285069221688,0.0010540777959903
HD-63563,HD63563,22,-100,,27,116.74008383333332,-52.34762555555556,0.0027072671427219,0.001454167309529
HD63685,HD63685,22,0,,9,116.59953413111111,-61.42926888888889,0.0034854357113098,0.002061416045126
HD-63697,HD63697,22,-100,,9,117.42447910111112,-17.229281111111113,0.0028040547056293,0.0011732481029657
HD63738,HD63738,22,0,,2,117.20384305,-38.20371,0.0006363961030689,0.0003394112549667
HD63754,HD63754,22,0,,22,117.43938570272726,-20.208551818181817,0.0022378489029068,0.0024031044135676
HD63765,HD63765,22,0,,130,116.95863947192308,-54.26628123076923,0.0021473283595519,0.0016984909012641
HD6378,HD6378,22,0,,5,16.102539608,-25.604658,0.0028518916748466,0.0022957395322631
HD63798,HD63798,22,0,,3,117.71044138666667,4.458043333333333,0.0008414750915099,0.0001844812546934
HD63847,HD63847,22,0,,32,117.4962883984375,-23.798919375,0.0027049612991667,0.0013791650992428
HD63922,HD63922,22,0,,4,117.30926833,-46.372675,0.0004791486942543,0.0001752141546778
HD63948,HD63948,22,0,,2,117.368428465,-44.75161,0.0003612113570357,0.0001272792206137
HD-63975,HD63975,22,-100,,4,117.9304520825,1.7660625,5.261795979132307e-05,7.410578025137429e-05
HD64152,HD64152,22,0,,2,117.928143055,-21.17227,0.000122958798185,0.0004666904755842
HD-64152,HD64152,22,-100,,9,117.93182879333332,-21.17391111111111,0.0025492712034216,0.0015008534609046
HD-64181,HD64181,22,-100,,9,117.68012345444446,-44.58043666666666,0.0017584026439346,0.0008393449827101
HD64225,HD64225,22,0,,1,117.59891194,-50.51065,0.0042,0.0042
HD6434,HD6434,22,0,,55,16.166968576909092,-39.49139072727273,0.0021176352378124,0.0013611920899438
HD-64440,HD64440,22,-100,,7,118.05699912285716,-40.57658142857143,0.0019440130964336,0.0011834191786451
HD-64503,HD64503,22,-100,,4,118.16438729,-38.862545,6.347324423737703e-05,0.0001678292783343
HD64640,HD64640,22,0,,14,118.35436301142856,-35.617979285714284,0.001714940455881,0.0008401232902695
HD-64740,HD64740,22,-100,,52,118.26726846307692,-49.61344942307692,0.0009036295811983,0.0007929280892707
HD6480,HD6480,22,0,,12,16.460152749166667,4.90737,0.0011783782527517,0.0006463885687558
HD6493,HD6493,22,0,,3,16.33905592,-40.26920333333334,0.0023282944154037,0.0029596677741493
HD64942,HD64942,22,0,,5,118.990976442,-9.797316,0.0012931546053587,0.0008528950697475
HD64967,HD64967,22,0,,2,118.993372495,-12.60592,0.0003162393657442,0.0006788225099403
HD65114,HD65114,22,0,,23,118.6996262273913,-49.83676956521739,0.0025173688084822,0.0021521352573677
HD6512,HD6512,22,0,,10,16.553207802,13.250854,0.0002324547083148,0.0005011364861771
HD65216,HD65216,22,0,,24,118.42267079541666,-63.64785416666667,0.0034052586553079,0.0009556191558421
HD65277,HD65277,22,0,,70,119.490487547,-0.8141891428571428,0.0025862523016743,0.001217867871819
HD-6532,HD6532,22,-100,,6,16.483775135,-26.727145,0.0008853804004992,0.0011397675201556
HD65562,HD65562,22,0,,28,119.71746065107142,-13.31525,0.0019099941781695,0.0014750116132625
HD-65575,HD65575,22,-100,,4,119.1973456875,-52.9842275,0.0013299533180099,0.000314576434802
HD-6559,HD6559,22,-100,,9,16.533095798888887,-23.991805555555555,0.0018211529475209,0.0013057096835736
HD-65638,HD65638,22,-100,,7,119.48233840714286,-40.7851,0.001511835580407,0.001379915456347
HD_65667,HD65667,22,-100,,1,120.04849611,9.85649,0.0042,0.0042
HD6569,HD6569,22,0,,17,16.60861542117647,-14.297820588235297,0.0025104836437222,0.0014029097912385
HD-65695,HD65695,22,-100,,8,119.93533898875,-3.6801575,0.0042608321961888,0.0009175705500317
HD65907,HD65907,22,0,,53,119.45222216075472,-60.305778113207545,0.0028724967178073,0.0029698362144717
HD65907A,HD65907 A,22,0,,959,119.4491381496976,-60.303708248175184,0.0039635131142291,0.0028506885695184
HD65949,HD65949,22,0,,16,119.452998224375,-60.611058125,0.0019439641905075,0.0003886424020448
HD-65950,HD65950,22,-100,,12,119.44299960333332,-60.9280975,0.0005493204791415,0.000131779774969
HD65982,HD65982,22,0,,7,119.90678186142856,-43.29924571428571,0.0022961951388446,0.0005527162365053
HD65987,HD65987,22,0,,40,119.511669509,-60.616182,0.0013577459122046,0.0006071040970149
HD66030,HD66030,22,0,,1,119.48191194,-62.06629,0.0042,0.0042
HD66039,HD66039,22,0,,13,119.99528050769231,-41.70484384615384,0.0023663738942829,0.0017340104693121
HD66040,HD66040,22,0,,68,119.80843425661764,-52.153086617647055,0.0023404871209729,0.0017576745239735
HD66168,HD66168,22,0,,8,119.03971513625,-71.98392875,0.0057059256346322,0.0022568906391621
HD66194,HD66194,22,0,,4,119.71116798,-60.824635,0.0002150756624957,8.962886439995269e-05
HD66221,HD66221,22,0,,28,120.52224261571428,-12.804703214285713,0.0021331055928047,0.0014647109525778
HD66295,HD66295,22,0,,4,119.8377218025,-60.81693,0.0002510506861649,0.0003049590136388
HD66340,HD66340,22,0,,33,119.95183068757576,-59.2122806060606,0.0026629129472787,0.0017496337820297
HD66428,HD66428,22,0,,29,120.87016398,-1.1630168965517242,0.0022356217532007,0.0010817218531063
HD66488,HD66488,22,0,,3,120.88509054666667,-8.174193333333333,0.000590769272508,0.001014117021519
HD-66522,HD66522,22,-100,,16,120.39952069125,-50.605598125,0.0012213364146175,0.0008970783596391
HD66653,HD66653,22,0,,24,120.61311651083334,-46.336774166666665,0.0040578935976286,0.0032339058584721
HD66664,HD66664,22,0,,12,121.2675861525,13.115581666666666,0.0009451017357596,0.0004859635851181
HD6673,HD6673,22,0,,20,16.698921579,-50.9897165,0.002239253970249,0.0005832781678181
HD66740,HD66740,22,0,,13,121.00607044307692,-26.97431230769231,0.0019622398519147,0.0017051938005501
HD-66765,HD66765,22,-100,,40,120.7344686075,-48.3253535,0.0013487219416019,0.0009603486279362
HD-66811,HD66811,22,-100,,20,120.8999063015,-40.003851,0.0005962074411143,0.0002242155917331
HD66838,HD66838,22,0,,22,121.09314093,-28.417699090909093,0.0017587302738561,0.0021967896686958
HD67,HD67,22,0,,26,1.382125540384615,-61.23184923076924,0.0605647643023208,0.0284575027608646
HD-67041,HD67041,22,-100,,4,120.9873080525,-47.8172325,0.0003421225702716,0.0001135414755361
HD6718,HD6718,22,0,,48,16.954236257291665,-8.233113125000001,0.0020461276134901,0.0014825268197493
HD67200,HD67200,22,0,,111,120.38504277630628,-70.02469027027027,0.0050492554187415,0.0011099577874551
HD-67341,HD67341,22,-100,,8,121.33881749625,-46.9778675,0.0012637287654453,0.0011815455979316
HD6735,HD6735,22,0,,33,16.884806267575758,-41.74681363636363,0.0016979329915109,0.000812972240385
HD-67364,HD67364,22,-100,,7,121.26976206142857,-53.10880571428572,0.0021970097691685,0.0008801298605478
HD67458,HD67458,22,0,,39,121.75374659846156,-29.40298,0.0022583418234177,0.001748555795055
HD67523,HD67523,22,0,,368,121.8853105892663,-24.305153206521737,0.0006961320874458,0.0015467216066096
HD67578,HD67578,22,0,,16,121.856478415,-32.00872375,0.0020251676828487,0.0015500231181074
HD-67621,HD67621,22,-100,,32,121.6755554909375,-48.497921875,0.0012829242045681,0.0012654629077806
HD6790,HD6790,22,0,,30,16.990620996,-37.899191,0.0014339424173015,0.0017263582358869
HD-6793,HD6793,22,-100,,6,16.82890032,-61.77507166666667,0.0019245734084314,0.0008909638975087
HD-67977,HD67977,22,-100,,7,122.29200328857144,-41.17097428571429,0.0085559324888099,9.76096581637947
HD-67990,HD67990,22,-100,,8,121.65497027375,-63.51601125,0.0044016446581512,0.0005571467490707
HD68089,HD68089,22,0,,7,122.27059138428572,-42.07439,0.0019098285794808,0.0009553707831735
HD-68092,HD68092,22,-100,,8,122.21865874625,-47.17467875,0.0012421091488764,0.001068756787779
HD-68099,HD68099,22,-100,,8,122.823645275,9.820495,0.0005025589117721,0.0004987412727484
HD68146,HD68146,22,0,,141,122.66741845361705,-13.798763617021276,0.0024146462869086,0.001317459284594
HD-68243,HD68243,22,-100,,4,122.3745797175,-47.3444375,0.0004966540360214,0.0002090255167851
HD68284,HD68284,22,0,,63,122.95646999126984,4.273857142857143,0.0015972127429725,0.0011429763474697
HD68287,HD68287,22,0,,11,122.8898252481818,-6.015490909090909,0.0015276496490466,0.0011145353699675
HD-68290,HD68290,22,-100,,8,122.81976045,-12.92763625,0.0034181606319986,0.0013659213269535
HD68312,HD68312,22,0,,3,122.88759731333332,-7.77202,0.0011360653390283,0.0014157683426324
HD-68324,HD68324,22,-100,,8,122.43471461375,-47.93640625,0.0014715847924356,0.0004983096426899
HD6838,HD6838,22,0,,2,17.189040555,-25.862655,0.0003826225503643,0.0016758430714114
HD-68395,HD68395,22,-100,,12,122.51083904666666,-47.81894500000001,0.0019146833288104,0.0006590282101844
HD68402,HD68402,22,0,,6,121.34715745,-74.41149666666666,0.0135093897464175,0.0019831960736812
HD68450,HD68450,22,0,,4,122.7563795125,-37.2909825,0.0003239291306654,0.0001117661248634
HD-68451,HD68451,22,-100,,16,122.569478624375,-49.03559375,0.000270654954902,0.0003514327816279
HD68456,HD68456,22,0,,14,122.25299065,-61.30345357142857,0.0016818594438853,0.0003104242046209
HD68607,HD68607,22,0,,50,122.7900996184,-46.2980936,0.0017522248276859,0.0008840231781939
HD-68657,HD68657,22,-100,,4,122.7976069375,-48.46297,0.0003129244100889,0.0001080123449738
HD68694,HD68694,22,0,,6,122.93194268333332,-44.03398166666667,0.0005887802505089,0.0006893305931573
HD-68826,HD68826,22,-100,,6,122.97449249833332,-48.749935,0.0007921855258079,0.0021893263804151
HD68978A,HD68978 A,22,0,,370,123.39322413110813,-31.73576843243243,0.0021559660961296,0.0066065432151967
HD69013,HD69013,22,0,,8,123.625258155,-15.773765,0.0003693579267578,0.0002667797379327
HD-69142,HD69142,22,-100,,5,123.516196996,-40.349204,0.0018165126000997,0.0015752079227826
HD69247,HD69247,22,0,,11,123.93892691545456,-10.449316363636363,0.0009103894276098,0.0006713608973906
HD693,HD693,22,0,,10,2.815137578,-15.469137,0.0022200743828771,0.0009173155279274
HD69363A,HD69363 A,22,0,,1,122.20862111,-76.63889,0.0042,0.0042
HD69565,HD69565,22,0,,1,124.05591611,-35.88352,0.0042,0.0042
HD69611,HD69611,22,0,,124,124.37130986387096,-3.991447741935484,0.0017337269038761,0.0012785642600228
HD69655,HD69655,22,0,,51,123.85597349313726,-52.06134764705882,0.0020335878160181,0.0009755687330674
HD69721,HD69721,22,0,,8,124.50897364375,-4.01871125,0.0017011684138465,0.0016358522243774
HD6980,HD6980,22,0,,30,17.39222511666667,-46.26717733333333,0.0022387295031198,0.0016410634343001
HD69830,HD69830,22,0,,689,124.60116981656024,-12.634662031930333,0.0024781804028109,0.0021477894109131
HD69965,HD69965,22,0,,2,124.80985541,-5.6196,0.0002920775270366,1.414213562350958e-05
HD70038,HD70038,22,0,,2,124.87110597,-11.882805,0.0004185647880502,0.0002192031021689
HD700488,HD700488,22,0,,3,133.50866666333334,-30.86109,0.0022379096034438,0.0004124318125466
HD-70235,HD70235,22,-100,,8,124.8771029825,-34.590555,0.0003432559680747,0.0010276603107472
HD703305,HD703305,22,0,,2,69.40589194,-2.49193,0.0001457488497391,0.0002687005768507
HD70642,HD70642,22,0,,44,125.36642237,-39.70491159090909,0.0023726066644042,0.0010121699994675
HD70702,HD70702,22,0,,4,125.2545227725,-51.5463325,0.0014612355986241,0.0006175961463653
HD-7082,HD7082,22,-100,,6,17.531767308333333,-57.69453333333333,0.0010241691979249,0.0008651396804376
HD70889,HD70889,22,0,,22,125.88228454136365,-27.822596363636364,0.0013679245200251,0.0017050277066715
HD70903,HD70903,22,0,,14,126.04590176214286,-11.437950714285716,0.0017585172385705,0.0016091826127933
HD70937,HD70937,22,0,,1,126.15361,-4.71674,0.0042,0.0042
HD-70982,HD70982,22,-100,,8,125.28705770125,-64.10623,0.0033770349952635,0.0005777789987787
HD71043,HD71043,22,0,,10,125.729233497,-52.124912,0.0009640835841435,0.0003878373083893
HD-71066,HD71066,22,-100,,4,125.0068662475,-71.505095,0.0009831449425647,0.0001276714533495
HD71155,HD71155,22,0,,40,126.41502293325,-3.90727075,0.0023355213979581,0.0010981882223895
HD71334,HD71334,22,0,,28,126.4587610575,-29.930475714285716,0.0016953011564879,0.0022063853942437
HD7134,HD7134,22,0,,24,17.883613942083333,-12.842097916666669,0.0017207628010507,0.0011847325112397
HD71399,HD71399,22,0,,1,126.57497888,-27.14495,0.0042,0.0042
HD71479,HD71479,22,0,,33,126.89779419575756,-5.1487260606060605,0.002287856962381,0.0018050327895116
HD71685,HD71685,22,0,,34,127.07045243117648,-14.588425882352942,0.0014528287492722,0.001533886167099
HD71722,HD71722,22,0,,5,126.603976998,-52.808658,0.0016987481645398,0.0007610321938033
HD-71833,HD71833,22,-100,,8,127.22733086375,-20.9506125,0.0006244901419104,0.0015561100768998
HD71835,HD71835,22,0,,153,127.05097721104576,-36.72244535947712,0.002121869421843,0.0011304825623937
HD-71863,HD71863,22,-100,,7,126.46907158428571,-64.60058857142857,0.0037530976849026,0.0009700760893067
HD71966,HD71966,22,0,,3,127.17850629333331,-40.276990000000005,0.0006688781313004,0.0002946183972526
HD7199,HD7199,22,0,,129,17.696679974651165,-66.18911255813954,0.0039494047473853,0.0013099566303923
HD-72067,HD72067,22,-100,,4,127.2837177025,-44.1604325,5.929465989478602e-05,0.0002085465575497
HD-72208,HD72208,22,-100,,8,127.98117339875,9.8132175,0.0002792686309706,0.0002303258561255
HD72374,HD72374,22,0,,10,127.281371719,-61.873791,0.0038604760174693,0.0005013415336202
HD72579,HD72579,22,0,,24,127.79014591041664,-54.08785791666667,0.0014082380153525,0.0016610786939638
HD-72650,HD72650,22,-100,,7,127.87707718,-54.39465857142857,0.0020363227551779,0.0006961663731077
HD72659,HD72659,22,0,,66,128.51486861136365,-1.5684133333333334,0.0027223221688762,0.001159755058136
HD72673,HD72673,22,0,,690,128.21082860992755,-31.499368623188406,0.002083215661878,0.0035190416692601
HD72673_STD,HD72673,10,0,,2,128.209052495,-31.501305,0.000311911872247,0.0002899137802868
HD72687,HD72687,22,0,,28,128.31397328964286,-29.9568625,0.0017872864184816,0.0013627983873059
HD-72688,HD72688,22,-100,,5,128.24724099600002,-34.634932,0.0014954364830582,0.0015645989901583
